SMILES,PID,Polymer Class
*Nc1ccc(*)cc1OCCCCCCCCCCCC,P462406,Polyimines
*Nc1ccc(*)cc1OCCCCCCCCCCCCCCCC,P462407,Polyimines
*Nc1ccc(*)nc1,P462408,Polyimines
*Nc1cnc(*)c(O)c1,P462409,Polyimines
*Nc1c([2H])c([2H])c(*)c([2H])c1[2H],P462410,Polyimines
*c1ccc(C(=O)CNc2ccc(NCC(=O)c3ccc(S(*)(=O)=O)cc3)cc2)cc1,P462412,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc(S(*)(=O)=O)cc3)c2)cc1,P462413,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNc2ccccc2NCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,P462414,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNc2ccc(Cc3ccc(NCC(=O)c4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,P462415,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(NCC(=O)c2ccc(S(=O)(=O)c3ccc(C(=O)CNc4ccc(S(*)(=O)=O)cc4)cc3)cc2)cc1,P462416,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,P462417,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,P462418,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNCCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,P462419,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(S(*)(=O)=O)cc2)cc1,P462420,"Polyimines, Polyketones/thioketones, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1[nH]c2ccc([N+](=O)[O-])cc2c1*,P462421,Polyimines
*C(=O)c1cc(C(=O)c2ccc3[nH]c4ccc(*)cc4c3c2)c(C(=O)O)cc1C(=O)O,P462422,"Polyimines, Polyketones/thioketones"
*C(=O)c1cc(C(=O)c2ccc3c(c2)c2cc(*)ccc2n3C(C)=O)c(C(=O)O)cc1C(=O)O,P462423,"Polyimines, Polyketones/thioketones"
*O[Si](C)(C)CCC/N=C1\C=C/C(=N/CCC[Si](*)(C)C)c2c(O)ccc(O)c21,P462425,"Polyimines, Polysiloxanes/silanes"
*O[Si](C)(C)CCC/N=C1\c2ccccc2/C(=N\CCC[Si](*)(C)C)c2c(O)ccc(O)c21,P462426,"Polyimines, Polysiloxanes/silanes"
*Nc1ccc(*)cc1[N+](=O)[O-],P462427,Polyimines
*=Nc1ccc(/N=C(\c2ccccc2)c2ccc(C(=*)c3ccccc3)cc2)cc1,P462428,Polyimines
*=Nc1cccc(/N=C(\c2ccccc2)c2ccc(C(=*)c3ccccc3)cc2)c1,P462429,Polyimines
*=Nc1cc(/N=C(\c2ccccc2)c2ccc(C(=*)c3ccccc3)cc2)ccc1/N=N/c1cccc2ccccc12,P462430,Polyimines
*=Nc1ccc(/N=C(/C=C/C(=*)c2ccccc2)c2ccccc2)cc1,P462431,Polyimines
*=Nc1cccc(/N=C(/C=C/C(=*)c2ccccc2)c2ccccc2)c1,P462432,Polyimines
*=Nc1cc(/N=C(/C=C/C(=*)c2ccccc2)c2ccccc2)ccc1/N=N/c1cccc2ccccc12,P462433,Polyimines
*c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc(*)[nH]c6c5)cc4[nH]3)cc2)(C(F)(F)F)C(F)(F)F)cc1,P462435,Polyimines
*O[Si](C)(C)CCC/N=C1\C=C(O)/C(=N\CCC[Si](*)(C)C)C=C1O,P462436,"Polyimines, Polysiloxanes/silanes"
*c1[nH]c2cc([N+](=O)[O-])ccc2c1*,P462437,Polyimines
*/N=N/c1ccc(Nc2ccc(C(=O)c3ccc(Nc4ccc(*)cc4)cc3)cc2)cc1,P462438,"Polyimines, Polyketones/thioketones"
*Nc1ccc(C(=O)c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,P462439,"Polyimines, Polyketones/thioketones"
*/N=C/c1cc(-c2cc(/C=N/c3cccnc3*)c(O)c(OC)c2)cc(OC)c1O,P462440,Polyimines
*CC(O)CN(CC(O)CN(*)c1ccccc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P462441,Polyimines
*CC(O)CN(*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P462442,Polyimines
*CC(O)CN(*)c1ccc(/N=N/c2ccc(C(=O)O)cc2)cc1,P462443,Polyimines
*CCC(=O)CCc1cc(*)c2cccnc2c1,P462444,"Polyimines, Polyketones/thioketones"
*CCN(*)C(=O)c1ccc(C(C)(C)C)cc1,P462445,Polyimines
*CCN(*)C(=O)C1(c2ccc(Cl)cc2)CCC1,P462446,Polyimines
*CCN(*)C(=O)Cc1ccc(C(F)(F)F)cc1,P462447,Polyimines
*CCN(*)C(=O)CSC,P462448,Polyimines
*CCN(*)C(=O)C(OC)(c1ccccc1)C(F)(F)F,P462449,Polyimines
*CCN(*)C(=O)c1ccc(SC(F)(F)F)cc1,P462450,Polyimines
*c1ccc2c(*)c(-c3ccccc3)[nH]c2c1,P462451,Polyimines
*C#CC#Cc1ccc2c3ccc(*)cc3n(CCCCCCCCCCCCCCCC)c2c1,P462452,Polyimines
*C#CC#Cc1ccc2c(c1)c1cc(*)ccc1n2CCCCCCCCCCCCCCCC,P462453,Polyimines
*C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,P462454,Polyimines
*C#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,P462455,Polyimines
*c1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc(*)c3n(CCCCCCCCCCCCCCCC)c12,P462456,Polyimines
*O[Si](C)(C)CCC/N=C/c1cc(Cc2ccc(O)c(/C=N/CCC[Si](*)(C)C)c2)ccc1O,P462457,"Polyimines, Polysiloxanes/silanes"
*CCN(*)C(=O)c1ccccc1F,P462458,Polyimines
*CCN(*)C(=O)c1cccc(F)c1,P462459,Polyimines
*CCN(*)C(=O)c1ccc(F)cc1,P462460,Polyimines
*CCN(*)C(=O)c1cc(F)cc(F)c1,P462461,Polyimines
*CCN(*)C(=O)c1c(F)cccc1F,P462462,Polyimines
*CCN(*)C(=O)c1ccc(F)c(F)c1,P462463,Polyimines
*CCN(*)C(=O)c1cccc(F)c1F,P462464,Polyimines
*CCN(*)C(=O)c1cc(F)ccc1F,P462465,Polyimines
*CCN(*)C(=O)c1ccc(F)cc1F,P462466,Polyimines
*CCN(*)C(=O)c1c(F)cc(F)cc1F,P462467,Polyimines
*CCN(*)C(=O)c1cc(F)c(F)cc1F,P462468,Polyimines
*CCN(*)C(=O)c1c(F)ccc(F)c1F,P462469,Polyimines
*CCN(*)C(=O)c1cc(F)cc(F)c1F,P462470,Polyimines
*CCN(*)C(=O)c1ccc(F)c(F)c1F,P462471,Polyimines
*CCN(*)C(=O)c1cc(F)c(F)c(F)c1,P462472,Polyimines
*CCN(*)C(=O)c1cc(F)c(F)c(F)c1F,P462473,Polyimines
*CCN(*)C(=O)c1c(F)cc(F)c(F)c1F,P462474,Polyimines
*CCN(*)C(=O)c1c(F)c(F)cc(F)c1F,P462475,Polyimines
*CCN(*)C(=O)c1c(F)c(F)c(F)c(F)c1F,P462476,Polyimines
*c1ccc2c(*)c(C)[nH]c2c1,P462477,Polyimines
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(F)cc3)cc2)cc1,P462478,Polyimines
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(Cl)cc3)cc2)cc1,P462479,Polyimines
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(Br)cc3)cc2)cc1,P462480,Polyimines
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[n+]1ccc(-c2cc[n+](-c3ccc(I)cc3)cc2)cc1,P462481,Polyimines
*Nc1cc(OC)c(*)cc1S(=O)(=O)O[Na],P462482,Polyimines
*/N=N/c1ccc(-c2ccc(/N=N/c3ccc(O)c(/C=N/CCCC/N=C/c4cc(*)ccc4O)c3)cc2)cc1,P462483,Polyimines
*Nc1ccc(-c2ccc(Nc3ccc4c(c3)c3cc(*)ccc3n4CC(CC)CCCC)cc2)cc1,P462484,Polyimines
*Nc1ccc(C(=O)c2ccc(C(=O)c3ccc(Nc4ccc5c(c4)c4cc(*)ccc4n5CC(CC)CCCC)cc3)cc2)cc1,P462485,"Polyimines, Polyketones/thioketones"
*/N=N/c1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc(*)cc5)cc4)cc3)cc2)cc1,P462486,"Polyimines, Polyketones/thioketones"
*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3ccc(Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)c2)cc1,P462487,"Polyimines, Polyketones/thioketones"
*Nc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,P462488,"Polyimines, Polyketones/thioketones"
*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Nc4ccc(C(O)(c5ccccc5)c5ccc(C(O)(c6ccccc6)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,P462489,Polyimines
*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,P462490,"Polyimines, Polyketones/thioketones"
*Nc1ccc(Nc2ccc(C(O)(c3ccccc3)c3ccc(C(O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,P462491,Polyimines
*CCCCCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,P462492,"Polyimines, Polyketones/thioketones"
*CCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,P462493,"Polyimines, Polyketones/thioketones"
*CCCCCCCCN(C)c1ccc(C(=O)c2ccc(N(*)C)cc2)cc1,P462494,"Polyimines, Polyketones/thioketones"
*c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(-c4ccc(N(*)c5ccc(N(c6ccc(C(C)(C)c7ccccc7)cc6)c6ccc(C(C)(C)c7ccccc7)cc6)cc5)cc4)ccc2-3)cc1,P462495,Polyimines
*/C=C/c1ccc2c3ccc(*)cc3n(-c3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c2c1,P462496,Polyimines
*CC(CC)N(*)C(=O)CCCC,P462501,Polyimines
*/N=c1/c(=N/c2ccc(*)cc2)c2cccc3cccc1c32,P462502,Polyimines
*c1ccc(-c2ccc(-c3nnc(*)n3-c3ccc4c(c3)OCCOCCOCCOCCO4)cc2)cc1,P462503,Polyimines
*c1ccc(-c2ccc(-c3nnc(*)n3-c3ccc(OC)cc3)cc2)cc1,P462504,Polyimines
*c1ccc(-c2cc(OCCCCCCCC)c(-c3ccc(-c4nnc(*)n4-c4ccc5c(c4)OCCOCCOCCOCCO5)cc3)cc2OCCCCCCCC)cc1,P462505,Polyimines
*c1ccc(-c2cc(OCCCCCCCC)c(-c3ccc(-c4nnc(*)n4-c4ccc(OC)cc4)cc3)cc2OCCCCCCCC)cc1,P462506,Polyimines
*c1ccc(C#Cc2ccc(C#Cc3ccc(-c4nnc(*)n4-c4ccc5c(c4)OCCOCCOCCOCCO5)cc3)cc2)cc1,P462507,Polyimines
*c1ccc(C#Cc2ccc(C#Cc3ccc(-c4nnc(*)n4-c4ccc(OC)cc4)cc3)cc2)cc1,P462508,Polyimines
*CCN(*)CC,P462510,Polyimines
*CCN(*)CCCCCCCCCC,P462511,Polyimines
*CCN(*)Cc1ccccc1,P462512,Polyimines
*CCCN(*)C,P462513,Polyimines
*/N=N/Nc1ccc(N/N=N/c2ccc(*)cc2)cc1,P462515,Polyimines
*CCCC[N+](C)(C)CCC[N+](*)(C)C,P462516,Polyimines
*CCCCCC[N+](C)(C)CCC[N+](*)(C)C,P462517,Polyimines
*CCCCCC[N+](C)(C)CCCCC[N+](*)(C)C,P462518,Polyimines
*CCCCCCCC[N+](C)(C)CCCCCC[N+](*)(C)C,P462519,Polyimines
*CCCCCCCCCC[N+](C)(C)CCCCCC[N+](*)(C)C,P462520,Polyimines
*CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](*)(C)C,P462521,Polyimines
*c1ccc(*)n1C(C(=O)OCC)n1cccc1,P462522,Polyimines
*c1ccc2cc(*)n(C(C(=O)OCC)n3ccc4ccccc43)c2c1,P462523,Polyimines
*c1ccc2c(c1)c1cc(*)ccc1n2C(C(=O)OCC)n1c2ccccc2c2ccccc21,P462524,Polyimines
*c1ccc(*)n1C(C(=O)OCC)n1c2ccccc2c2ccccc21,P462525,Polyimines
*c1ccc(*)n1C(C(=O)OCC)n1ccc2ccccc21,P462526,Polyimines
*c1ccc(*)n1C(C(=O)NO)n1cccc1,P462527,Polyimines
*c1ccc2cc(*)n(C(C(=O)NO)n3ccc4ccccc43)c2c1,P462528,Polyimines
*c1ccc2c(c1)c1cc(*)ccc1n2C(C(=O)NO)n1c2ccccc2c2ccccc21,P462529,Polyimines
*c1ccc(*)n1C(C(=O)NO)n1c2ccccc2c2ccccc21,P462530,Polyimines
*c1ccc(*)n1C(C(=O)NO)n1ccc2ccccc21,P462531,Polyimines
*CCN(*)CCOCCOC,P462532,Polyimines
*c1cn(CCCNC(=O)CP(=O)(O)O)cc1*,P462533,Polyimines
*c1ccc(-c2ccc(N(*)c3ccc(C(F)(F)F)cc3)cc2)cc1,P462535,Polyimines
*c1ccc(-c2ccc(N(*)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1,P462536,Polyimines
*=Cc1ccc(-c2ccc(/C=N/c3ccc(N=*)cc3)cc2)cc1,P462539,Polyimines
*=C/C=C/c1ccc(/C=C/C=N/c2ccc(N=*)cc2)cc1,P462540,Polyimines
*c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3ccc4c(c3)c3cc(*)ccc3n4CCCCCC#N)cc2)cc1,P462541,"Polyimines, Polysiloxanes/silanes"
*CC(O)CN(*)c1ccc(/N=N/c2ccc(Cl)cc2)cc1,P462544,Polyimines
*CC(O)CN(*)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,P462545,Polyimines
*CC(O)CN(*)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C)cc1,P462546,Polyimines
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc(Cl)cc2)c(C)c1,P462547,Polyimines
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc(C#N)cc2)c(C)c1,P462548,Polyimines
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc([N+](=O)[O-])cc2)c(C)c1,P462549,Polyimines
*CC(O)CN(*)c1cc(C)c(/N=N/c2ccc([N+](=O)[O-])cc2C)c(C)c1,P462550,Polyimines
*CC(O)CN(*)c1cc(C)cc(C)c1,P462551,Polyimines
*c1ccc(Nc2ccc(Nc3ccc(S(*)(=O)=O)cc3)cc2)cc1,P462552,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2cccc(Nc3ccc(S(*)(=O)=O)cc3)c2)cc1,P462553,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2ccc(C(c3ccc(Nc4ccc(S(*)(=O)=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,P462554,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2c(F)c(F)c(-c3c(F)c(F)c(Nc4ccc(S(*)(=O)=O)cc4)c(F)c3F)c(F)c2F)cc1,P462555,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,P462556,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(F)c4)c4ccccc4-c4ccccc43)cc2F)cc1,P462557,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*c1ccc(Nc2ccc(C3(c4ccc(Nc5ccc(S(*)(=O)=O)cc5)c(C)c4)c4ccccc4-c4ccccc43)cc2C)cc1,P462558,"Polyimines, Polysulfones/sulfoxides/sufonates/sulfoamides"
*CC(CC)N(*)C(=O)CC,P462564,Polyimines
*CC(CC)N(*)C(=O)CCCCCCCC,P462565,Polyimines
*CC(CC)N(*)C(=O)CCCCCCCCC,P462566,Polyimines
*CC(CC)N(*)C(=O)CCCCCCCCCCC,P462567,Polyimines
*/C=C/c1cc(OC)c(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(*)n5CCCCCC)cc4)cc3)n2CCCCCC)cc1OC,P462568,Polyimines
*/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(/C=C/c6ccc(*)n6CCCCCC)ccc4-5)n3CCCCCC)cc2)cc1,P462569,Polyimines
*CCN(*)C(=O)C1CC1,P462570,Polyimines
*CC[NH2+]*,P462575,Polyimines
*Nc1cc(S(=O)(=O)O)c(*)cc1OC,P462576,Polyimines
*O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,P470005,Polysiloxanes/silanes
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCl,P470006,Polysiloxanes/silanes
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCc1ccc(Cl)cc1,P470007,Polysiloxanes/silanes
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](*)(C)CCc1ccc(C)cc1,P470008,Polysiloxanes/silanes
*CCC[Si](*)(c1ccccc1)c1ccccc1,P470009,Polysiloxanes/silanes
*C[Si](*)(c1ccccc1)c1ccccc1,P470010,Polysiloxanes/silanes
*[Si](*)(CCCCC)CCCCC,P470013,Polysiloxanes/silanes
*O[Si](*)(C)CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P470014,Polysiloxanes/silanes
*O[Si](*)(C)CCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P470015,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P470016,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P470017,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCCCCCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,P470018,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OCC)cc2)cc1,P470019,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,P470020,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OCCCCCC)cc2)cc1,P470021,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,P470022,Polysiloxanes/silanes
*O[Si](*)(C)CCCC(=O)O,P470023,Polysiloxanes/silanes
*O[Si](*)(C)CCCC(=O)OC,P470024,Polysiloxanes/silanes
*O[Si](*)(C)CCCC(=O)OCC,P470025,Polysiloxanes/silanes
*O[Si](*)(C)CCCC(=O)OCCCC,P470026,Polysiloxanes/silanes
*O[Si](*)(C)CCCC(=O)OCCO,P470027,Polysiloxanes/silanes
*C#CC#C[Si](*)(c1ccccc1)c1ccccc1,P470028,Polysiloxanes/silanes
*O[Si](*)(C)CCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P470029,Polysiloxanes/silanes
*O[Si](*)(C)CCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P470030,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P470031,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,P470032,Polysiloxanes/silanes
*/C=C/[Si](*)(c1ccccc1)c1ccccc1,P470033,Polysiloxanes/silanes
*/C=C/[Ge](/C=C/[Si](*)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,P470034,Polysiloxanes/silanes
*O[Si](*)(C)CCC#N,P470035,Polysiloxanes/silanes
*O[Si](*)(C)CCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P470036,Polysiloxanes/silanes
*[Si](*)(OCC)OCC,P470037,Polysiloxanes/silanes
*O[Si](C)(C)CC[Si](*)(C)C,P470041,Polysiloxanes/silanes
*O[Si](C)(C)CCCCCC[Si](*)(C)C,P470042,Polysiloxanes/silanes
*O[Si](C)(C)CCCCCCCC[Si](*)(C)C,P470043,Polysiloxanes/silanes
*O[Si](C)(C)c1cccc([Si](*)(C)C)c1,P470044,Polysiloxanes/silanes
*O[Si](*)(C)OCCOCCOCCOCCOCCOCCOCCOCCOC,P470045,Polysiloxanes/silanes
*O[Si](*)(C)C=C,P470046,Polysiloxanes/silanes
*O[Si](C)(C)CC[Si](C)(C)Oc1c(C)cc(-c2cc(C)c(*)c(C)c2)cc1C,P470047,Polysiloxanes/silanes
*O[Si](C)(C)c1ccc([Si](C)(C)Oc2c(C)cc(-c3cc(C)c(*)c(C)c3)cc2C)cc1,P470048,Polysiloxanes/silanes
*C[Si](*)(C)c1ccccc1,P470049,Polysiloxanes/silanes
*C[SiH](*)C,P470053,Polysiloxanes/silanes
*[Si](*)(CC)CC,P470055,Polysiloxanes/silanes
*[Si](*)(CCC)CCC,P470056,Polysiloxanes/silanes
*[Si](*)(CCCC)CCCC,P470057,Polysiloxanes/silanes
*[Si](*)(CCCCCCC)CCCCCCC,P470058,Polysiloxanes/silanes
*[Si](*)(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,P470059,Polysiloxanes/silanes
*[Si](*)(CCCCC)CCCCCC,P470060,Polysiloxanes/silanes
*[Si](*)(CCCCCC)CCCCCCC,P470061,Polysiloxanes/silanes
*[Si](*)(CCCC)CCCCC,P470062,Polysiloxanes/silanes
*[Si](*)(CCC)CCCCC,P470063,Polysiloxanes/silanes
*[Si](*)(CCCCCCCC)CCCCCCCC,P470064,Polysiloxanes/silanes
*[Si](*)(CCCCCCCCC)CCCCCCCCC,P470065,Polysiloxanes/silanes
*[Si](*)(CCCCCCCCCC)CCCCCCCCCC,P470066,Polysiloxanes/silanes
*[Si](*)(CCCCCCCCCCC)CCCCCCCCCCC,P470067,Polysiloxanes/silanes
*[Si](*)(CCCCCCCCCCCC)CCCCCCCCCCCC,P470068,Polysiloxanes/silanes
*[Si](*)(C)CCC,P470069,Polysiloxanes/silanes
*O[Si](C)(C)[Si](*)(C)C,P470070,Polysiloxanes/silanes
*O[Si](*)(CCC(F)(F)F)CCC(F)(F)F,P470071,Polysiloxanes/silanes
*C[Si](*)(C)CCCc1ccccc1O,P470072,Polysiloxanes/silanes
*O[Si](*)(C)CCCc1ccccc1O,P470073,Polysiloxanes/silanes
*O[Si](*)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P470074,Polysiloxanes/silanes
*[SiH](*)c1ccccc1,P470075,Polysiloxanes/silanes
*O[Si](*)(C)C1CC2CC1CC2OC(=O)OC(C)(C)C,P470078,Polysiloxanes/silanes
*[Si](*)(CCCCC)CCCCCCCC,P470079,Polysiloxanes/silanes
*[Si](*)(CCCCC)CCCCCCCCCCCC,P470080,Polysiloxanes/silanes
*C[Si](C)(C)[Si](*)(C)C,P470081,Polysiloxanes/silanes
*C[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](*)(C)C,P470082,Polysiloxanes/silanes
*c1ccc([Si](*)(C)C)cc1,P470083,Polysiloxanes/silanes
*c1ccc([Si](*)(C)OC)cc1,P470084,Polysiloxanes/silanes
*c1ccc([Si](*)(OCC)c2ccccc2)cc1,P470085,Polysiloxanes/silanes
*c1ccc([Si](*)(C)OCC)cc1,P470086,Polysiloxanes/silanes
*c1ccc([Si](*)(C)CCCC)cc1,P470087,Polysiloxanes/silanes
*c1ccc([Si](*)(OCC)OCC)cc1,P470088,Polysiloxanes/silanes
*c1ccc([Si](*)(CCCC)OCC)cc1,P470089,Polysiloxanes/silanes
*c1ccc([Si](*)(CCCC)CCCC)cc1,P470090,Polysiloxanes/silanes
*c1ccc([Si](*)(C)CCCCCC)cc1,P470091,Polysiloxanes/silanes
*c1ccc([Si](*)(C)Cl)cc1,P470092,Polysiloxanes/silanes
*c1ccc([Si](*)(C)F)cc1,P470093,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccccc2)cc1,P470094,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(Cl)cc2)cc1,P470095,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(Br)cc2)cc1,P470096,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(C#C[Si](C)(C)C)cc2)cc1,P470097,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(C#C[SiH](C)C)cc2)cc1,P470098,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(CN(C)C)cc2)cc1,P470099,Polysiloxanes/silanes
*c1ccc([Si](*)(OCC)c2ccc(CN(C)C)cc2)cc1,P470100,Polysiloxanes/silanes
*c1ccc([Si](*)(C)C=C)cc1,P470101,Polysiloxanes/silanes
*c1ccc([Si](*)(C)C#C)cc1,P470102,Polysiloxanes/silanes
*c1ccc([Si](*)(C)c2ccc(C#C)cc2)cc1,P470103,Polysiloxanes/silanes
*c1cccc([SiH](*)C)c1,P470104,Polysiloxanes/silanes
*c1ccc([SiH](*)C)cc1,P470105,Polysiloxanes/silanes
*c1ccc([SiH](*)c2ccccc2)cc1,P470106,Polysiloxanes/silanes
*[SiH2]c1ccc(*)cc1,P470107,Polysiloxanes/silanes
*c1ccc([Si](*)(C)CCc2ccccc2)cc1,P470108,Polysiloxanes/silanes
*c1ccc([Si](*)(C)CC[Si](C)(C)C)cc1,P470109,Polysiloxanes/silanes
*c1ccc([Si](*)(CC[Si](C)(C)C)c2ccccc2)cc1,P470110,Polysiloxanes/silanes
*c1cccc([Si](*)(C)CC[Si](C)(C)C)c1,P470111,Polysiloxanes/silanes
*C#Cc1cccc(C#C[SiH](*)C)c1,P470113,Polysiloxanes/silanes
*C#Cc1cccc(C#C[SiH2]*)c1,P470114,Polysiloxanes/silanes
*C#Cc1cccc(C#C[SiH](*)c2ccccc2)c1,P470115,Polysiloxanes/silanes
